"name","url","views"
"EPA Toxic Air Pollutant Respiratory Risk by County","https://opendata.socrata.com/dataset/EPA-Toxic-Air-Pollutant-Respiratory-Risk-by-County/48ka-2m66","653"
"Budget Amendment to the FY 2010 President’s Budget Request for Overseas Contingency Operations (OCO)","https://opendata.socrata.com/Government/Budget-Amendment-to-the-FY-2010-President-s-Budget/i9jy-74w2","626"
"Access To Drinking Water","https://opendata.socrata.com/Government/Access-To-Drinking-Water/nsjh-e6d2","760"
"Oklahoma Lobbyist Gifts 2006-2008","https://opendata.socrata.com/Business/Oklahoma-Lobbyist-Gifts-2006-2008/4cie-i6ie","614"
"Brooklyn Community Projects Map","https://opendata.socrata.com/dataset/Brooklyn-Community-Projects-Map/drin-djta","649"
"Hemlock Teachers/Salaries 2009-2010","https://opendata.socrata.com/Education/Hemlock-Teachers-Salaries-2009-2010/s4sm-dq69","686"
"Test","https://opendata.socrata.com/dataset/Test/fkpk-cm35","14"
"What Is Myasthenia Gravis and Its Symptoms?","https://opendata.socrata.com/Business/What-Is-Myasthenia-Gravis-and-Its-Symptoms-/hki9-suaz","2"
"VA DBHDS ICF/IID Facilities by Bed Capacity","https://opendata.socrata.com/Government/VA-DBHDS-ICF-IID-Facilities-by-Bed-Capacity/47xv-7esj","6"
"ICF ID May 2014","https://opendata.socrata.com/Government/ICF-ID-May-2014/ie86-hfzh","8"
"Socrata's National Day of Civic Hacking locations","https://opendata.socrata.com/dataset/Socrata-s-National-Day-of-Civic-Hacking-locations/5bkf-mkj6","7"
"Socrata's NDoCH map","https://opendata.socrata.com/dataset/Socrata-s-NDoCH-map/v2fk-m7vg","772"
"TOXINREL13","https://opendata.socrata.com/Government/TOXINREL13/wx2u-s6qe","8"
"Laser Hair Removal Great Neck","https://opendata.socrata.com/Business/Laser-Hair-Removal-Great-Neck/frvy-uieh","4"
"Bikesharing Torino","https://opendata.socrata.com/dataset/Bikesharing-Torino/utc9-8eqj","10"
"NSAWaterBill","https://opendata.socrata.com/Government/NSAWaterBill/k72b-hbra","2,738"
"Greenville County School District Top Vendors","https://opendata.socrata.com/Government/Greenville-County-School-District-Top-Vendors/s888-nt8d","16"
"Peyronie's Natural Remedy","https://opendata.socrata.com/Business/Peyronie-s-Natural-Remedy/qajf-y4mh","2"
"Invalid Payment Dates","https://opendata.socrata.com/Government/Invalid-Payment-Dates/eun2-sgbz","37"
"Workplace Injuries And Illnesses to Men Involving Days Away from Work in Private Industry, 2012","https://opendata.socrata.com/Government/Workplace-Injuries-And-Illnesses-to-Men-Involving-/tx5j-d2r4","2"
"Japan Earthquakes","https://opendata.socrata.com/dataset/Japan-Earthquakes/3zzv-684w","7"
"ZTL Torino","https://opendata.socrata.com/dataset/ZTL-Torino/u4w8-gwd5","8"
"ZTL Milano","https://opendata.socrata.com/dataset/ZTL-Milano/szsi-gcct","7"
"Workplace Fatalities By State, 1995-2012","https://opendata.socrata.com/Government/Workplace-Fatalities-By-State-1995-2012/npq5-pcz3","5"
"Metal and Nonmetal Mining Fatalities by State  2001-2013","https://opendata.socrata.com/Government/Metal-and-Nonmetal-Mining-Fatalities-by-State-2001/39qf-gna5","3"
"Intranet","https://opendata.socrata.com/Business/Intranet/us4g-g4ei","6"
"Olive's Reds","https://opendata.socrata.com/dataset/Olive-s-Reds/543d-eu99","4"
"Invalid Vendor Names","https://opendata.socrata.com/Government/Invalid-Vendor-Names/guzw-xwpm","38"
"【教育部】 第十八期新人任务  [派包总结]","https://opendata.socrata.com/dataset/-/pfju-qaz9","4"
"Alberto","https://opendata.socrata.com/Government/Alberto/9h6z-mgx2","14"
"Latino Worker Fatalities, 1995-2012","https://opendata.socrata.com/dataset/Latino-Worker-Fatalities-1995-2012/sqfx-68bm","3,561"
"Apr- Jun 2012 Capital Bikeshare Ridership","https://opendata.socrata.com/dataset/Apr-Jun-2012-Capital-Bikeshare-Ridership/h4gm-eya5","2"
"Housing Trust Fund","https://opendata.socrata.com/Government/Housing-Trust-Fund/t8pw-5ubi","4"
"Health","https://opendata.socrata.com/dataset/Health/3pvc-xrd2","3"
"Desembarques pescados Chile (2000-2012)","https://opendata.socrata.com/dataset/Desembarques-pescados-Chile-2000-2012-/t29t-mm2k","13"
"CITY OF NIAGARA FALLS, NY CASINO FUNDS AS OF 9-17-2013","https://opendata.socrata.com/dataset/CITY-OF-NIAGARA-FALLS-NY-CASINO-FUNDS-AS-OF-9-17-2/pdxd-jjjy","24"
"costco","https://opendata.socrata.com/dataset/costco/cy7h-ccn2","11"
"Vitamin C Lemon Cream","https://opendata.socrata.com/Business/Vitamin-C-Lemon-Cream/mrjs-u92w","49"
"trader joe red","https://opendata.socrata.com/dataset/trader-joe-red/3knq-9df7","11"
"Reds","https://opendata.socrata.com/dataset/Reds/b3ah-eztj","15"
"Couper Poche Wedding Photo Order","https://opendata.socrata.com/Fun/Couper-Poche-Wedding-Photo-Order/caca-bxtb","2"
"Marijuana License Applicants All , Privilege Status - Active","https://opendata.socrata.com/Government/Marijuana-License-Applicants-All-Privilege-Status-/ajhi-qigb","16"
"rick","https://opendata.socrata.com/dataset/rick/jrmd-rqqy","2"
"Cabernet Sauvignon","https://opendata.socrata.com/dataset/Cabernet-Sauvignon/vt6w-xyac","14"
"Olive's Red View","https://opendata.socrata.com/dataset/Olive-s-Red-View/c67c-74bw","4"
"RWS-Tempranillo","https://opendata.socrata.com/dataset/RWS-Tempranillo/ngxa-faj4","13"
"sorted by date","https://opendata.socrata.com/Government/sorted-by-date/9u2m-94j7","769"
"Statewise Prison Population","https://opendata.socrata.com/dataset/Statewise-Prison-Population/dud8-q2qd","616"
"Waterford Teachers/Salaries 2009-2010","https://opendata.socrata.com/Education/Waterford-Teachers-Salaries-2009-2010/8qk2-yctw","733"
"Madoff's Victim List","https://opendata.socrata.com/Education/Madoff-s-Victim-List/2eta-j7m2","628"
"1989 Loma Prieta Earthquake Data","https://opendata.socrata.com/dataset/1989-Loma-Prieta-Earthquake-Data/h2ib-wyas","599"
"Utah Population By Area Gender And Selected Age Groups","https://opendata.socrata.com/dataset/Utah-Population-By-Area-Gender-And-Selected-Age-Gr/rw3u-8aab","621"
"WEBSITE EQUIPMENT LISTING","https://opendata.socrata.com/Business/WEBSITE-EQUIPMENT-LISTING/uats-frzn","799"
"Photographer Database","https://opendata.socrata.com/Education/Photographer-Database/ybe2-qv5q","618"
"Detailed Unemployment Rates For California And U. S. 1990- Present","https://opendata.socrata.com/dataset/Detailed-Unemployment-Rates-For-California-And-U-S/tv7p-pkhd","634"
"Solano's customers","https://opendata.socrata.com/dataset/Solano-s-customers/ptpn-y7cx","642"
"San Francisco Building Permits - June 2009","https://opendata.socrata.com/Government/San-Francisco-Building-Permits-June-2009/prht-tpy3","696"
"San Francisco Building Permits - March","https://opendata.socrata.com/Government/San-Francisco-Building-Permits-March/7eek-5dqv","702"
"All Trail Nest Sites (New)","https://opendata.socrata.com/dataset/All-Trail-Nest-Sites-New-/fz3g-ddqm","269"
"Visits to Top White House officials","https://opendata.socrata.com/Government/Visits-to-Top-White-House-officials/qciv-qfe6","604"
"Lots by Subdivision","https://opendata.socrata.com/Business/Lots-by-Subdivision/4n8f-cjwm","632"
"California Agricultural Census Special Tabulations- 1987","https://opendata.socrata.com/Government/California-Agricultural-Census-Special-Tabulations/fcuu-e2w2","617"
"Continental Airlines","https://opendata.socrata.com/dataset/Continental-Airlines/2b8w-qzpm","607"
"Payroll Report - End Date 3/02/11","https://opendata.socrata.com/dataset/Payroll-Report-End-Date-3-02-11/4kmm-2bri","627"
"TSA Prohibited Items","https://opendata.socrata.com/Government/TSA-Prohibited-Items/cj5n-dicd","595"
"Summation by Status","https://opendata.socrata.com/Government/Summation-by-Status/t7gy-9upw","118"
"What's Your Favorite 5K?","https://opendata.socrata.com/Fun/What-s-Your-Favorite-5K-/cmfu-4itz","602"
"Northwest Airlines","https://opendata.socrata.com/dataset/Northwest-Airlines/fyiq-39mu","617"
"1.USA.gov Google Map","https://opendata.socrata.com/dataset/1-USA-gov-Google-Map/vjkt-58f3","1,014"
"Zentner Collection","https://opendata.socrata.com/Business/Zentner-Collection/vzbh-aia7","610"
"Uninsured from Census Data","https://opendata.socrata.com/Government/Uninsured-from-Census-Data/drat-22h8","634"
"World Population By 2050","https://opendata.socrata.com/Government/World-Population-By-2050/k69i-ew35","622"
"Washington State","https://opendata.socrata.com/dataset/Washington-State/vqhm-bd2a","590"
"Funding & Volunteer Organizations","https://opendata.socrata.com/dataset/Funding-Volunteer-Organizations/swqf-zmbj","619"
"Col Chart of Lowest Earners","https://opendata.socrata.com/Government/Col-Chart-of-Lowest-Earners/u6kw-zcxx","143"
"Loan Amount By Financier Pie Chart | Chile","https://opendata.socrata.com/dataset/Loan-Amount-By-Financier-Pie-Chart-Chile/nwut-838f","305"
"Mariners Schedule","https://opendata.socrata.com/dataset/Mariners-Schedule/s8g9-cy4j","607"
"Reading Counts","https://opendata.socrata.com/Education/Reading-Counts/ebpc-ytgv","621"
"Station Closure Google Map","https://opendata.socrata.com/Government/Station-Closure-Google-Map/xmrk-6e56","636"
"ITSA Current Awarded Engagements","https://opendata.socrata.com/Government/ITSA-Current-Awarded-Engagements/86km-39n2","637"
"3 Star","https://opendata.socrata.com/Business/3-Star/4bdv-4y3p","589"
"2012 Conference Attendance","https://opendata.socrata.com/Government/2012-Conference-Attendance/4p3z-jazp","610"
"Access To Healthcare","https://opendata.socrata.com/Government/Access-To-Healthcare/i5wp-rzd2","530"
"Passenger Car And Motorcycle Fuel Consumption And Travel ( Updated March 2009)","https://opendata.socrata.com/dataset/Passenger-Car-And-Motorcycle-Fuel-Consumption-And-/idsn-e6jd","625"
"12月","https://opendata.socrata.com/Personal/12-/jkym-d6yn","668"
"Macy's Store Listing","https://opendata.socrata.com/dataset/Macy-s-Store-Listing/gvyz-94vd","638"
"Bikesharing Milano","https://opendata.socrata.com/dataset/Bikesharing-Milano/vnpd-bmuq","10"
"Accountable Care Organizations in California","https://opendata.socrata.com/dataset/Accountable-Care-Organizations-in-California/nvwm-62mw","34"
"Honolulu Burglary Data-without-blocks-4","https://opendata.socrata.com/dataset/Honolulu-Burglary-Data-without-blocks-4/erqn-y9ey","5"
"Olive's Reds","https://opendata.socrata.com/dataset/Olive-s-Reds/kxnk-468b","3"
"Olive's Again...","https://opendata.socrata.com/dataset/Olive-s-Again-/srj2-d5g3","6"
"dcc Better wines","https://opendata.socrata.com/dataset/dcc-Better-wines/ac79-ahm8","24"
"TJ Red bulk buy","https://opendata.socrata.com/dataset/TJ-Red-bulk-buy/53ei-8diy","11"
"Food Inspections - Small","https://opendata.socrata.com/dataset/Food-Inspections-Small/q6q9-g8sr","6"
"ECHINA 三月 MPP (ECHINA MARCH MPP)","https://opendata.socrata.com/dataset/ECHINA-MPP-ECHINA-MARCH-MPP-/9tyk-epze","46"
"TJ Wines","https://opendata.socrata.com/dataset/TJ-Wines/sgah-fjuv","4"
"Aiken County School District Spending by Month","https://opendata.socrata.com/Government/Aiken-County-School-District-Spending-by-Month/v94r-zn5m","18"
"Population Count","https://opendata.socrata.com/Personal/Population-Count/pjcu-8nv2","8"
"Japan Map","https://opendata.socrata.com/dataset/Japan-Map/e6dp-84kc","3"
"Aiken County School District Top Expenses","https://opendata.socrata.com/Government/Aiken-County-School-District-Top-Expenses/58sg-chz9","17"
"3D Animation Toronto and 3D Architectural Rendering Canada","https://opendata.socrata.com/dataset/3D-Animation-Toronto-and-3D-Architectural-Renderin/kbjg-96nv","6"
"Outpatient Drug Rehab Facilities Florida","https://opendata.socrata.com/dataset/Outpatient-Drug-Rehab-Facilities-Florida/8bt2-a2nm","3"
"Microsoft 70-247 Exam","https://opendata.socrata.com/Education/Microsoft-70-247-Exam/hgza-86jz","17"
"Deposits by State","https://opendata.socrata.com/dataset/Deposits-by-State/k8n2-srp5","4"
"CMS","https://opendata.socrata.com/Business/CMS/b8jp-dguz","5"
"Travel and Leisure Baggage for Women","https://opendata.socrata.com/dataset/Travel-and-Leisure-Baggage-for-Women/5764-t4d8","2"
"COSTCO RED BULK BUY","https://opendata.socrata.com/dataset/COSTCO-RED-BULK-BUY/wy5n-ix48","13"
"Greenville County School District Refunds / Credits / Voids","https://opendata.socrata.com/Government/Greenville-County-School-District-Refunds-Credits-/g3ki-aefh","16"
"Greenville County 2013-2014 School Year Spending","https://opendata.socrata.com/Government/Greenville-County-2013-2014-School-Year-Spending/ctgm-z3w9","12"
"Greenville County School District Spending by Month","https://opendata.socrata.com/Government/Greenville-County-School-District-Spending-by-Mont/nf6x-5yi8","31"
"Doughnut school related page nov 2013 web stats","https://opendata.socrata.com/Government/Doughnut-school-related-page-views-nov-2013-web-st/7qhp-tp4e","4"
"Remuneraciones Personal de Oficiales del Ejército de Chile","https://opendata.socrata.com/Government/Remuneraciones-Personal-de-Oficiales-del-Ej-rcito-/ysc2-xkwt","2"
"Aiken County 2013-2014 School Year Spending","https://opendata.socrata.com/Government/Aiken-County-2013-2014-School-Year-Spending/ar79-97vn","24"
"Aiken County School District Top Vendors","https://opendata.socrata.com/Government/Aiken-County-School-District-Top-Vendors/4ih5-ht7g","23"
"Aiken County 2012-2013 School Year Spending","https://opendata.socrata.com/Government/Aiken-County-2012-2013-School-Year-Spending/nsab-gw8q","19"
"Four State Populations - Timeline","https://opendata.socrata.com/Education/Four-State-Populations-Timeline/556f-psje","7"
"Nov 2013 web stats > 15k unique","https://opendata.socrata.com/Government/Nov-2013-web-stats-15k-unique-views/8vdg-h2x5","6"
"Utah Data Center water","https://opendata.socrata.com/Government/Utah-Data-Center-water/crci-wfin","4"
"Cheap Shoes Online","https://opendata.socrata.com/Business/Cheap-Shoes-Online/kar3-8qzy","22"
"Olives Dry Whites","https://opendata.socrata.com/dataset/Olives-Dry-Whites/akcp-a9fe","9"
"Highest Number of Total Cases of Musculoskeletal Disorders Involving Days Away from Work by Industry, 2012","https://opendata.socrata.com/dataset/Highest-Number-of-Total-Cases-of-Musculoskeletal-D/kckt-6mfy","2"
"Kevin","https://opendata.socrata.com/Business/Kevin/9sdf-mpug","7"
"Olive's Again","https://opendata.socrata.com/dataset/Olive-s-Again/mgju-f4mk","3"
"Green Cities View for IQT","https://opendata.socrata.com/Government/Green-Cities-View-for-IQT/y6gz-ebss","14"
"Test Data","https://opendata.socrata.com/dataset/Test-Data/6nzt-7mh2","4"
"FEC Individual Contribs by descending $ amount","https://opendata.socrata.com/dataset/FEC-Individual-Contribs-by-descending-amount/npb9-rm3w","8"
"Archaeology Publications","https://opendata.socrata.com/Education/Archaeology-Publications/bg7h-t9ke","415"
"Books read","https://opendata.socrata.com/dataset/Books-read/sv7m-uufx","0"
"Maine: Income Per Capita","https://opendata.socrata.com/Government/Maine-Income-Per-Capita/n84m-wstc","579"
"Bookshelf 1 - Publications","https://opendata.socrata.com/Government/Bookshelf-1-Publications/mh2f-74zc","583"
"Clean Air Status And Trends Network - Ozone","https://opendata.socrata.com/dataset/Clean-Air-Status-And-Trends-Network-Ozone/mbjt-2hk3","3,359"
"Multiple Choice Test","https://opendata.socrata.com/dataset/Multiple-Choice-Test/igap-bpuk","570"
"Special Assts Col Chart","https://opendata.socrata.com/Government/Special-Assts-Col-Chart/vs5u-mjtm","91"
"Detected","https://opendata.socrata.com/Government/Detected/gcf2-y7hr","645"
"Maine Education Attainment","https://opendata.socrata.com/dataset/Maine-Education-Attainment/g2cw-ypjr","623"
"White House Visitor Logs (Fixed)","https://opendata.socrata.com/dataset/White-House-Visitor-Logs-Fixed-/hvf9-w7ja","587"
"1.USA.gov Short Links","https://opendata.socrata.com/dataset/1-USA-gov-Short-Links/38fr-xg2g","477"
"50 Best Websites","https://opendata.socrata.com/Fun/50-Best-Websites/5cdn-z5ma","254"
"GovLoop Favorite Quotes","https://opendata.socrata.com/Fun/GovLoop-Favorite-Quotes/7tfe-ms43","598"
"Socio Economic data in the US","https://opendata.socrata.com/dataset/Socio-Economic-data-in-the-US/xsxv-e9ep","537"
"htp://www.curiosikid.com","https://opendata.socrata.com/Education/htp-www-curiosikid-com/dagh-pr2r","641"
"POTUS, seven or less visitors","https://opendata.socrata.com/Government/POTUS-seven-or-less-visitors/k8df-j353","591"
"Donors from Washington","https://opendata.socrata.com/dataset/Donors-from-Washington/2xzn-5esd","567"
"unclaimed bank accounts","https://opendata.socrata.com/Government/unclaimed-bank-accounts/54zf-x8rh","977"
"niners","https://opendata.socrata.com/dataset/niners/ix9n-4qqg","532"
"Recipients Of 2009 Federal Assistance Top 100","https://opendata.socrata.com/Government/Recipients-Of-2009-Federal-Assistance-Top-100/ey4q-8hgc","593"
"Weight Watchers ""B"" Foods","https://opendata.socrata.com/dataset/Weight-Watchers-B-Foods/pb6u-8sp8","586"
"Amazon's Top 100 Gift Registry","https://opendata.socrata.com/dataset/Amazon-s-Top-100-Gift-Registry/bwez-gsx3","566"
"May 20","https://opendata.socrata.com/Business/May-20/h7x7-wqyu","601"
"Market Capitalisation of Banks","https://opendata.socrata.com/Education/Market-Capitalisation-of-Banks/mbne-b99a","200"
"testlens","https://opendata.socrata.com/Business/testlens/wrut-6sde","586"
"Weight Watchers ""C"" Foods","https://opendata.socrata.com/dataset/Weight-Watchers-C-Foods/d8fv-ns3v","586"
"Low Range","https://opendata.socrata.com/Government/Low-Range/3mak-5m2b","115"
"Registered Property in Washington DC","https://opendata.socrata.com/dataset/Registered-Property-in-Washington-DC/z3fb-5we6","671"
"Num employees by sector trend chart","https://opendata.socrata.com/dataset/Num-employees-by-sector-trend-chart/zwsx-hn97","590"
"Commercial Properties For Sale","https://opendata.socrata.com/Business/Commercial-Properties-For-Sale/v7na-b33q","611"
"California State Contract And Procurement Reigstrations","https://opendata.socrata.com/Government/California-State-Contract-And-Procurement-Reigstra/rzi8-kauw","1,035"
"Totals","https://opendata.socrata.com/Government/Totals/pki3-93xh","649"
"Foreign Policy's Top 100 Public Intellectuals","https://opendata.socrata.com/dataset/Foreign-Policy-s-Top-100-Public-Intellectuals/f2qu-c3r6","592"
"FCC Traffic Report 2007 Carrier breakdown of minutes and revenue (Revenues and minutes in Millions)","https://opendata.socrata.com/Government/FCC-Traffic-Report-2007-Carrier-breakdown-of-minut/7mrx-35bj","582"
"Average Kilowatt Hour price for Electricity per State","https://opendata.socrata.com/Business/Average-Kilowatt-Hour-price-for-Electricity-per-St/89gf-9s64","128"
"Interesting APIs","https://opendata.socrata.com/dataset/Interesting-APIs/nwcx-9na6","588"
"unique test import","https://opendata.socrata.com/dataset/unique-test-import/2wqx-kgw6","587"
"Gas Stations in Washington DC","https://opendata.socrata.com/dataset/Gas-Stations-in-Washington-DC/tk2x-chx8","600"
"Berg,Susan","https://opendata.socrata.com/Government/Berg-Susan/6bvr-7wsq","971"
"Maine: Occupation By Town","https://opendata.socrata.com/dataset/Maine-Occupation-By-Town/f7wj-ekcd","605"
"International Travel and Leisure","https://opendata.socrata.com/dataset/International-Travel-and-Leisure/2a5v-pd24","1 view"
"Abatement Start Date","https://opendata.socrata.com/Business/Abatement-Start-Date/5jy9-9ru4","1 view"
"costco","https://opendata.socrata.com/dataset/costco/7umb-ep7j","36"
"printable","https://opendata.socrata.com/dataset/printable/7s4y-x4i5","33"
"fred","https://opendata.socrata.com/dataset/fred/i7ff-mkiu","7"
"Number Of Latino Worker Fatalities, 1995-2012","https://opendata.socrata.com/dataset/Number-Of-Latino-Worker-Fatalities-1995-2012/dfy6-9vnc","11"
"BAR APRIL TAX","https://opendata.socrata.com/dataset/BAR-APRIL-TAX/5eik-cukg","45"
"Permohonan bantuan","https://opendata.socrata.com/Personal/Permohonan-bantuan/xqga-auk3","2"
"4.5 Week","https://opendata.socrata.com/dataset/4-5-Week/eimk-wzca","7"
"Other red bulk buy","https://opendata.socrata.com/dataset/Other-red-bulk-buy/x5tc-vqvw","8"
"hahu","https://opendata.socrata.com/dataset/hahu/bnzb-u7nc","22"
"City of Raleigh SeeClickFix Data","https://opendata.socrata.com/Government/City-of-Raleigh-SeeClickFix-Data/wv3e-pzu9","29"
"0001 DATA TENANT SUCORE","https://opendata.socrata.com/Personal/0001-DATA-TENANT-SUCORE/uz5j-cc9u","17"
"Sum 2013 Glas Points","https://opendata.socrata.com/Government/Sum-2013-Glas-Points/va83-zgun","3"
"Fatal Work Injuries By Race, 1992-2012","https://opendata.socrata.com/Government/Fatal-Work-Injuries-By-Race-1992-2012/2gmr-b5fk","3"
"1900 Southeastern States","https://opendata.socrata.com/dataset/1900-Southeastern-States/c5gj-st9z","7"
"Skyddsområden","https://opendata.socrata.com/Government/Skyddsomr-den/fdjw-ej3u","7"
"Socrata Customer City Map","https://opendata.socrata.com/dataset/Socrata-Customer-City-Map/y8yi-wgjk","299"
"Food Price Indices - Non-smoothed Line","https://opendata.socrata.com/Business/Food-Price-Indices-Non-smoothed-Line/ay4x-dfnk","20"
"121812-3 Q 2012 Asbestos Abatement Permits- EC","https://opendata.socrata.com/Business/121812-3-Q-2012-Asbestos-Abatement-Permits-EC/duwf-vu7j","5"
"2013 Low Income Rent 05.04","https://opendata.socrata.com/dataset/2013-Low-Income-Rent-05-04/qzb7-sj29","13"
"Socrata Customer City Map","https://opendata.socrata.com/dataset/Socrata-Customer-City-Map/h73e-yrja","29"
"HTF Year Allocated Units","https://opendata.socrata.com/dataset/HTF-Year-Allocated-Units/2jde-yacg","9"
"POC","https://opendata.socrata.com/dataset/POC/qxq3-egid","2"
"Revenue of Top 5000 Companies from INC.com","https://opendata.socrata.com/Business/Revenue-of-Top-5000-Companies-from-INC-com/6dfm-px3p","64"
"Competitor Deals","https://opendata.socrata.com/Business/Competitor-Deals/ayid-9nmt","2"
"公投验证","https://opendata.socrata.com/dataset/-/mt2j-42e9","58"
"gzix","https://opendata.socrata.com/dataset/gzix/9b75-vmc3","2"
"What do you want?","https://opendata.socrata.com/Government/What-do-you-want-/qw26-uf97","2"
"varicose vein treatments Montana","https://opendata.socrata.com/Business/varicose-vein-treatments-Montana/psc9-47qv","2"
"Exec nominees + Judges","https://opendata.socrata.com/dataset/Exec-nominees-Judges/r3pr-ecs4","61"
"Definitions And Disclaimers","https://opendata.socrata.com/dataset/Definitions-And-Disclaimers/63za-6n8t","12"
"WA School District Homeless Count","https://opendata.socrata.com/dataset/WA-School-District-Homeless-Count/9pj8-9nup","4"
"Foreign-Born Worker Fatalities by State, 1995-2012","https://opendata.socrata.com/dataset/Foreign-Born-Worker-Fatalities-by-State-1995-2012/cd6q-rr73","5"
"Learning chart","https://opendata.socrata.com/Government/Learning-chart/my2q-rzpr","61"
"Anim Cruelty Ivest-3","https://opendata.socrata.com/dataset/Anim-Cruelty-Ivest-3/fwik-pbr4","11"
"NSAwater- NSAwater","https://opendata.socrata.com/Government/NSAwater-NSAwater/8hm6-addz","10"
"Rate of Fatal  Injuries to Latino Workers (Hours Based) 2006-2012","https://opendata.socrata.com/dataset/Rate-of-Fatal-Injuries-to-Latino-Workers-Hours-Bas/8bke-d7hi","5"
"spider veins and varicose veins","https://opendata.socrata.com/Business/spider-veins-and-varicose-veins/e5g9-isvz","3"
"varicose vein treatment Helena","https://opendata.socrata.com/Business/varicose-vein-treatment-Helena/qwrg-dmcp","6"
"Polling Places in Washington DC","https://opendata.socrata.com/dataset/Polling-Places-in-Washington-DC/u78b-q9sv","604"
"Harrisburg: Drinking Water RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Harrisburg-Drinking-Water-RadNet-Laboratory-Analys/gcsr-b8bw","625"
"aaa concerts","https://opendata.socrata.com/dataset/aaa-concerts/8ri4-hun4","560"
"Biggest US Bankruptcies","https://opendata.socrata.com/Business/Biggest-US-Bankruptcies/8rdv-p38x","595"
"Oecd Broadband Subscribers Per 100,000 Inhabitants with Non-OECD Countries","https://opendata.socrata.com/dataset/Oecd-Broadband-Subscribers-Per-100-000-Inhabitants/i3gp-qm76","555"
"2008 Bird Strikes with Speed","https://opendata.socrata.com/Government/2008-Bird-Strikes-with-Speed/tkxq-tg9u","658"
"MN","https://opendata.socrata.com/Government/MN/ih99-pdrk","817"
"TD Register of Interest","https://opendata.socrata.com/Government/TD-Register-of-Interest/67hf-ywbf","535"
"Clothing Size Chart","https://opendata.socrata.com/dataset/Clothing-Size-Chart/v7nf-7avz","564"
"List of Fighter Jets","https://opendata.socrata.com/Government/List-of-Fighter-Jets/txrb-qkfy","489"
"Amtrak On-Time Performance Trends And Hours Of Delay By Cause ( Updated December 2008)","https://opendata.socrata.com/dataset/Amtrak-On-Time-Performance-Trends-And-Hours-Of-Del/s9ta-sh76","569"
"Special Assistants in the WH","https://opendata.socrata.com/Government/Special-Assistants-in-the-WH/tf4z-9ivw","81"
"White House Speechwriters","https://opendata.socrata.com/Government/White-House-Speechwriters/jzhf-chj3","595"
"FGCU salaries","https://opendata.socrata.com/dataset/FGCU-salaries/upaz-nzct","864"
"Single- Unit 2- Axle 6- Tire Or More Truck Fuel Consumption And Travel ( Updated March 2009)","https://opendata.socrata.com/Government/Single-Unit-2-Axle-6-Tire-Or-More-Truck-Fuel-Consu/he7f-ggwt","580"
"LOVETT OR LEAVETT","https://opendata.socrata.com/Business/LOVETT-OR-LEAVETT/4dim-6p5p","590"
"Directorio de Vehículos","https://opendata.socrata.com/Government/Directorio-de-Veh-culos/3ukt-6999","762"
"Revenue","https://opendata.socrata.com/Government/Revenue/zn6s-e7fw","587"
"Madoff Client List","https://opendata.socrata.com/dataset/Madoff-Client-List/tmnk-8uya","566"
"List of Michigan Governors 2009","https://opendata.socrata.com/Government/List-of-Michigan-Governors-2009/bajh-thb9","580"
"San Francisco Building Permits - February","https://opendata.socrata.com/Government/San-Francisco-Building-Permits-February/tdcs-5sjb","651"
"Child Poverty In The UK","https://opendata.socrata.com/Government/Child-Poverty-In-The-UK/aq7z-d7ca","573"
"Trade Adjustment Assistance Literature Review","https://opendata.socrata.com/Education/Trade-Adjustment-Assistance-Literature-Review/kf6s-wcwm","580"
"fb","https://opendata.socrata.com/Fun/fb/vgi6-b5sm","545"
"Loma Prieta 1989 Aftershock Data","https://opendata.socrata.com/dataset/Loma-Prieta-1989-Aftershock-Data/2dr5-7p5j","596"
"Ning Directory - Ning Social Networks March 20","https://opendata.socrata.com/Business/Ning-Directory-Ning-Social-Networks-March-20/mvb4-h2zs","610"
"test2","https://opendata.socrata.com/Fun/test2/x4q9-3hm4","338"
"LPs - DGB","https://opendata.socrata.com/Business/LPs-DGB/wgks-466g","636"
"Vendor Entry Form","https://opendata.socrata.com/Business/Vendor-Entry-Form/gtaf-7mqa","605"
"Louisiana - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/Louisiana-Title-1-Grants-To-Educational-Agencies/ns4x-tf2x","591"
"techcrunch","https://opendata.socrata.com/dataset/techcrunch/kbhf-y3ye","575"
"Chart: Rehabilitation Rates by Agency Structure (General / Combined Agencies)","https://opendata.socrata.com/Government/Chart-Rehabilitation-Rates-by-Agency-Structure-Gen/kh7m-6wgn","660"
"Agriculture and Food","https://opendata.socrata.com/Government/Agriculture-and-Food/hkv5-q49p","573"
"Prohibited Items Intercepted At Airport Screening Checkpoints ( Updated December 2008)","https://opendata.socrata.com/dataset/Prohibited-Items-Intercepted-At-Airport-Screening-/w5au-rxqc","588"
"Education projects in Brooklyn Map","https://opendata.socrata.com/dataset/Education-projects-in-Brooklyn-Map/i2r7-48gv","586"
"Date Format","https://opendata.socrata.com/dataset/Date-Format/76by-tqv3","574"
"Payroll Report - End Date 2/02/11","https://opendata.socrata.com/dataset/Payroll-Report-End-Date-2-02-11/yvrd-h4ag","609"
"Special Assistants 100K to 150K","https://opendata.socrata.com/Government/Special-Assistants-100K-to-150K/bbqm-be4m","89"
"San Francisco Building Permits - May 2009","https://opendata.socrata.com/Government/San-Francisco-Building-Permits-May-2009/e37z-sfmn","654"
